cod_comuna,comuna,categoria,minutos
13103,Cerro Navia,museos,
13103,Cerro Navia,almacenes_barrio,
13103,Cerro Navia,bancos,
13103,Cerro Navia,malls,
13103,Cerro Navia,bencineras,
13103,Cerro Navia,estadios,
13116,Lo Espejo,educacion_escolar,
13116,Lo Espejo,educacion_superior,
13116,Lo Espejo,carabineros,
13116,Lo Espejo,bomberos,
13116,Lo Espejo,metro_tren,
13116,Lo Espejo,micro,
13116,Lo Espejo,deporte_infra,
13116,Lo Espejo,municipios,
13116,Lo Espejo,ferias_libres,
13116,Lo Espejo,iglesias,
13116,Lo Espejo,museos,
13116,Lo Espejo,almacenes_barrio,
13116,Lo Espejo,bancos,
13116,Lo Espejo,malls,
13116,Lo Espejo,bencineras,
13116,Lo Espejo,estadios,
13110,La Florida,educacion_escolar,
13110,La Florida,educacion_superior,
13110,La Florida,carabineros,
13110,La Florida,bomberos,
13110,La Florida,metro_tren,
13110,La Florida,micro,
13110,La Florida,deporte_infra,
13110,La Florida,municipios,
13110,La Florida,ferias_libres,
13110,La Florida,iglesias,
13110,La Florida,museos,
13110,La Florida,almacenes_barrio,
13110,La Florida,bancos,
13110,La Florida,malls,
13110,La Florida,bencineras,
13110,La Florida,estadios,
13303,Tiltil,educacion_escolar,
13303,Tiltil,educacion_superior,
13303,Tiltil,carabineros,
13303,Tiltil,bomberos,
13303,Tiltil,metro_tren,
13303,Tiltil,micro,
13303,Tiltil,deporte_infra,
13303,Tiltil,municipios,
13303,Tiltil,ferias_libres,
13303,Tiltil,iglesias,
13303,Tiltil,museos,
13303,Tiltil,almacenes_barrio,
13303,Tiltil,bancos,
13303,Tiltil,malls,
13303,Tiltil,bencineras,
13303,Tiltil,estadios,
13129,San Joaquín,educacion_escolar,
13129,San Joaquín,educacion_superior,
13129,San Joaquín,carabineros,
13129,San Joaquín,bomberos,
13129,San Joaquín,metro_tren,
13129,San Joaquín,micro,
13129,San Joaquín,deporte_infra,
13129,San Joaquín,municipios,
13129,San Joaquín,ferias_libres,
13129,San Joaquín,iglesias,
13129,San Joaquín,museos,
13129,San Joaquín,almacenes_barrio,
13129,San Joaquín,bancos,
13129,San Joaquín,malls,
13129,San Joaquín,bencineras,
13129,San Joaquín,estadios,
13604,Padre Hurtado,educacion_escolar,
13604,Padre Hurtado,educacion_superior,
13604,Padre Hurtado,carabineros,
13604,Padre Hurtado,bomberos,
13604,Padre Hurtado,metro_tren,
13604,Padre Hurtado,micro,
13604,Padre Hurtado,deporte_infra,
13604,Padre Hurtado,municipios,
13604,Padre Hurtado,ferias_libres,
13604,Padre Hurtado,iglesias,
13604,Padre Hurtado,museos,
13604,Padre Hurtado,almacenes_barrio,
13604,Padre Hurtado,bancos,
13604,Padre Hurtado,malls,
13604,Padre Hurtado,bencineras,
13604,Padre Hurtado,estadios,
13121,Pedro Aguirre Cerda,educacion_escolar,
13121,Pedro Aguirre Cerda,educacion_superior,
13121,Pedro Aguirre Cerda,carabineros,
13121,Pedro Aguirre Cerda,bomberos,
13121,Pedro Aguirre Cerda,metro_tren,
13121,Pedro Aguirre Cerda,micro,
13121,Pedro Aguirre Cerda,deporte_infra,
13121,Pedro Aguirre Cerda,municipios,
13121,Pedro Aguirre Cerda,ferias_libres,
13121,Pedro Aguirre Cerda,iglesias,
13121,Pedro Aguirre Cerda,museos,
13121,Pedro Aguirre Cerda,almacenes_barrio,
13121,Pedro Aguirre Cerda,bancos,
13121,Pedro Aguirre Cerda,malls,
13121,Pedro Aguirre Cerda,bencineras,
13121,Pedro Aguirre Cerda,estadios,
13114,Las Condes,educacion_escolar,
13114,Las Condes,educacion_superior,
13114,Las Condes,carabineros,
13114,Las Condes,bomberos,
13114,Las Condes,metro_tren,
13114,Las Condes,micro,
13114,Las Condes,deporte_infra,
13114,Las Condes,municipios,
13114,Las Condes,ferias_libres,
13114,Las Condes,iglesias,
13114,Las Condes,museos,
13114,Las Condes,almacenes_barrio,
13114,Las Condes,bancos,
13114,Las Condes,malls,
13114,Las Condes,bencineras,
13114,Las Condes,estadios,
13505,San Pedro,educacion_escolar,
13505,San Pedro,educacion_superior,
13505,San Pedro,carabineros,
13505,San Pedro,bomberos,
13505,San Pedro,metro_tren,
13505,San Pedro,micro,
13505,San Pedro,deporte_infra,
13505,San Pedro,municipios,
13505,San Pedro,ferias_libres,
13505,San Pedro,iglesias,
13505,San Pedro,museos,
13505,San Pedro,almacenes_barrio,
13505,San Pedro,bancos,
13505,San Pedro,malls,
13505,San Pedro,bencineras,
13505,San Pedro,estadios,
13122,Peñalolén,educacion_escolar,
13122,Peñalolén,educacion_superior,
13122,Peñalolén,carabineros,
13122,Peñalolén,bomberos,
13122,Peñalolén,metro_tren,
13122,Peñalolén,micro,
13122,Peñalolén,deporte_infra,
13122,Peñalolén,municipios,
13122,Peñalolén,ferias_libres,
13122,Peñalolén,iglesias,
13122,Peñalolén,museos,
13122,Peñalolén,almacenes_barrio,
13122,Peñalolén,bancos,
13122,Peñalolén,malls,
13122,Peñalolén,bencineras,
13122,Peñalolén,estadios,
